K,Precision,Recall,NDCG
5,0.11280439905734485,0.2796150824823252,0.2790002695716065
10,0.057659073055773766,0.2842180077058317,0.2810002009367012
20,0.02989002356637863,0.29384094564770136,0.2840235357445602
