Backbone,AblationMode,ModeLabel,Precision@5,Recall@5,NDCG@5,Precision@10,Recall@10,NDCG@10,Precision@20,Recall@20,NDCG@20,TrainTimeSeconds,InferenceTimeSeconds,PreprocessSeconds,RunName
twotower,numeric_text,Numeric+Text,0.10966221523959153,0.2719036396962556,0.2699932364001744,0.05593087195600943,0.2772060748887143,0.27210519284958096,0.029065200314218383,0.2866588112071223,0.2751785756324884,46.398547410964966,0.4205136299133301,6.983230113983154,twotower_numeric_text
twotower,text_image,Text+Image,0.11201885310290653,0.27779523435454306,0.276840301298432,0.05695208169677926,0.2822466614296936,0.2785630996462123,0.02941869599371563,0.29010960236411926,0.2811475557480313,46.79321241378784,0.4159684181213379,7.515003204345703,twotower_text_image
twotower,all_features,All Features,0.11280439905734485,0.2796150824823252,0.2790002695716065,0.057659073055773766,0.2842180077058317,0.2810002009367012,0.02989002356637863,0.29384094564770136,0.2840235357445602,46.7305953502655,0.4217867851257324,7.109606504440308,twotower_all_features
