K,Precision,Recall,NDCG
5,0.006989247311827957,0.022625448028673837,0.01569361259242771
10,0.01303763440860215,0.07549283154121864,0.03540147357816753
20,0.012365591397849464,0.13709677419354838,0.055197124140344306
