K,Precision,Recall,NDCG
5,0.11201885310290653,0.27779523435454306,0.276840301298432
10,0.05695208169677926,0.2822466614296936,0.2785630996462123
20,0.02941869599371563,0.29010960236411926,0.2811475557480313
