K,Precision,Recall,NDCG
5,0.017741935483870968,0.043682795698924734,0.03441226653091581
10,0.019354838709677424,0.09767025089605735,0.05444389658167416
20,0.009811827956989249,0.09968637992831542,0.054977165951225315
