K,Precision,Recall,NDCG
5,0.10966221523959153,0.2719036396962556,0.2699932364001744
10,0.05593087195600943,0.2772060748887143,0.27210519284958096
20,0.029065200314218383,0.2866588112071223,0.2751785756324884
