K,Precision,Recall,NDCG
5,0.008870967741935484,0.034050179211469536,0.024946960036450885
10,0.024059139784946233,0.1350806451612903,0.06483515362934178
20,0.012231182795698927,0.13776881720430106,0.06556765051237402
