K,Precision,Recall,NDCG
5,0.030107526881720432,0.07661290322580645,0.0673736022268724
10,0.01666666666666667,0.08534946236559139,0.07088524043994296
20,0.008333333333333335,0.08534946236559139,0.07088524043994296
