K,Precision,Recall,NDCG
5,0.0029569892473118283,0.00828853046594982,0.005149835741041314
10,0.003763440860215054,0.026881720430107527,0.011335462035726813
20,0.006720430107526882,0.07638888888888888,0.026706671094063897
